INSP_STUDY_ID	INSPECTION_ID	STUDY	SEQ_NO
16408779	65714939	C	1
16408780	65714940	C	1
16408781	65714941	C	1
16408782	65714942	C	1
16408783	65714943	C	1
16408784	65714944	C	1
16408786	65714993	C	10
16408787	65714994	C	10
16408788	65714995	C	10
16408789	65714996	C	10
16408790	65715001	C	10
16408794	65715010	C	10
16408797	65715017	C	10
16408800	65715020	C	10
16408801	65715024	C	10
16408803	65715166	C	10
16408804	65715167	C	10
16408805	65715168	C	10
16408806	65715173	C	10
16408807	65715174	C	10
16408808	65715175	C	10
16408809	65715176	C	10
16408810	65715181	C	10
16408811	65689280	3206	1
16408812	65715317	3206	1
16408813	65715322	3206	1
16408814	65715346	FARM	3
16408815	65715388	FARM	3
16408816	65715393	FARM	3
16408817	65531883	FARM	3
16408818	65531883	FARM	4
16408819	65716192	TACT	1
16408820	65716214	FY17 HP TACT	1
16408821	65716215	FY17 HP TACT	1
16408826	65716256	FY17 HP TACT	1
16408827	65716257	FY17 HP TACT	1
16408828	65716258	FY17 HP TACT	1
16408830	65716294	FY7 HP TACT	1
16408831	65716320	FY17 HP TACT	1
16408832	65716321	FY17 HP TACT	1
16408833	65716340	FY17 HP TACT I40	1
16408834	65716464	FY17 HP TACT	1
16408835	65716465	FY17 HP TACT	1
16408836	65716481	FY17 HP TACT	1
16408837	65716485	FY17 HP TACT	1
16408838	65717062	MED CERT - NOT CONFIRMED	7
16408839	65717070	MED CERT - NOT CONFIRMED	7
16408840	65717085	MEC CHECK - NOT CONFIRMED	7
16408842	65717092	MEC NOT VERIFIED BY LIVE CONTACT.	7
16408843	65717098	MED CERT - NOT CONFIRMED	7
16408845	65717102	MED CERT - NOT CONFIRMED	7
16408848	65717241	I	1
16408850	65717254	I	1
16408851	65717255	I	1
16408852	65717270	I	1
16408853	65717271	I	1
16408854	65717272	I	1
16408855	65703116	I	1
16408856	65703117	I	1
16408857	65703118	I	1
16408858	65703086	I	1
16408859	65703099	I	1
16408860	65703100	I	1
16408861	65717292	I	1
16408862	65717297	I	1
16408863	65717304	I	1
16408864	65717305	I	1
16408865	65717306	I	1
16408866	65717307	I	1
16408867	65703080	I	1
16408868	65703081	I	1
16408869	65703051	I	1
16408870	65604242	I	1
16408872	65717349	I	1
16408873	65703102	I	1
16408874	65717360	I	1
16408875	65589578	I	1
16408876	65703121	I	1
16408877	65690934	I	1
16408879	65703123	I	1
16408881	65717400	I	1
16408882	65703063	I	1
16408884	65703065	I	1
16408885	65644550	I	1
16408886	65703112	I	1
16408887	65703098	I	1
16408888	65717418	I	1
16408890	65717420	I	1
16408891	65718619	YES	5
16408894	65726068	SB DD	1
16408895	65726069	SB DD	1
16408896	65669497	SB	1
16408897	65633075	SB	1
16408898	65582508	SB	1
16408900	65555142	SB	1
16408901	65609311	SB	1
16408902	65654574	SB	1
16408904	65633614	MEC CHECK-NOT CONFIRMED	7
16408905	65726727	T198	1
16408907	65726737	T198	1
16408910	65726811	TM40	1
16408911	65726812	TM40	1
16408912	65726813	TM40	1
16408913	65726820	TM40	1
16408914	65726821	TM40	1
16408915	65726824	TM40	1
16408916	65726825	TM40	1
16408919	65726835	TM40	1
16408920	65726848	TM40	1
16408922	65726850	TM40	1
16408923	65726851	TM40	1
16408924	65726992	YES	1
16408925	65726992	YES	2
16408940	65556264	TIMBER19	1
16408942	65727836	MEC CHECK-CONFIRMED	7
16408943	65727837	MEC CHECK-CONFIRMED	7
16408944	65698876	REGRIND2019	1
16408945	65698876	MED CHECKED - CONFIRMED	7
16408946	65635047	TPK18	3
16408947	65671478	TPK18	3
16408948	65698872	TPK18	3
16408950	65727839	TPK18	3
16408951	65727840	TPK18	3
16408952	65635100	TPK18	3
16408953	65635112	TPK18	3
16408954	65727852	TPK18	3
16408956	65727854	TPK18	3
16408957	65727921	MX	10
16408958	65727942	MX	10
16408959	65727947	MX	10
16408960	65727952	MX	10
16408961	65727953	MX	10
16408965	65728373	BASIC	10
16408966	65728374	BASIC	10
16408967	65598681	BASIC	10
16408968	65611382	BASIC	10
16408969	65728375	BASIC	10
16408970	65728376	BASIC	10
16408972	65728378	BASIC	10
16408978	65711574	BASIC	10
16408979	65711575	BASIC	10
16408980	65728390	BASIC	10
16408981	65728391	BASIC	10
16408982	65728392	BASIC	10
16408983	65728393	BASIC	10
16408984	65611166	BASIC	10
16408985	65711592	BASIC	10
16408986	65711593	BASIC	10
16408987	65711594	BASIC	10
16408989	65728409	BASIC	10
16408990	65728414	BASIC	10
16408991	65711630	BASIC	10
16408992	65711653	BASIC	10
16408993	65711654	BASIC	10
16408994	65711655	BASIC	10
16408996	65728424	BASIC	10
16408999	65728427	BASIC	10
16409001	65728429	BASIC	10
16409002	65543917	BASIC	10
16409003	65598870	BASIC	10
16409004	65658489	BASIC	10
16409005	65711547	BASIC	10
16409006	65728435	BASIC	10
16409008	65728443	MED CHECK VERIFIED	7
16409010	65711548	BASIC	10
16409011	65711568	BASIC	10
16409013	65711570	BASIC	10
16409016	65728453	BASIC	10
16409017	65728454	MED CHECK VERIFIED	7
16409018	65728454	BASIC	10
16409019	65711571	BASIC	10
16409020	65711589	BASIC	10
16409025	65728464	BASIC	10
16409026	65728465	BASIC	10
16409028	65728470	BASIC	10
16409031	65711660	BASIC	10
16409033	65728479	BASIC	10
16409034	65636411	BASIC	10
16409037	65728484	BASIC	10
16409038	65728485	BASIC	10
16409039	65728486	BASIC	10
16409040	65728487	BASIC	10
16409042	65728489	BASIC	10
16409043	65623746	BASIC	10
16409044	65685749	BASIC	10
16409046	65711663	BASIC	10
16409047	65711664	BASIC	10
16409049	65728492	BASIC	10
16409050	65728493	BASIC	10
16409051	65728494	BASIC	10
16409052	65728495	BASIC	10
16409054	65711634	BASIC	10
16409055	65711635	BASIC	10
16409056	65711657	BASIC	10
16409059	65728496	BASIC	10
16409060	65728497	BASIC	10
16409062	65728507	BASIC	10
16409063	65728508	BASIC	10
16409064	65728511	BASIC	10
16409065	65728512	BASIC	10
16409067	65728514	BASIC	10
16409068	65611252	BASIC	10
16409069	65672801	BASIC	10
16409072	65728517	BASIC	10
16409074	65728519	BASIC	10
16409076	65728523	BASIC	10
16409078	65711672	BASIC	10
16409079	65711673	BASIC	10
16409080	65728527	BASIC	10
16409082	65728532	BASIC	10
16409083	65728533	BASIC	10
16409084	65728534	MEC CHECK-CONFIRMED	7
16409085	65728535	MEC CHECK-CONFIRMED	7
16409086	65728536	MEC CHECK-CONFIRMED	7
16409087	65728537	BASIC	10
16409090	65728541	BASIC	10
16409091	65728542	BASIC	10
16409095	65728552	BASIC	10
16409099	65728563	BASIC	10
16409100	65728564	BASIC	10
16409102	65728566	BASIC	10
16409103	65728567	BASIC	10
16409104	65672725	75950	9
16409105	65711686	BASIC	10
16409106	65711687	BASIC	10
16409107	65711680	BASIC	10
16409109	65728586	BASIC	10
16409110	65728588	BASIC	10
16409111	65711682	BASIC	10
16409112	65711683	BASIC	10
16409114	65728591	BASIC	10
16409115	65585223	BASIC	10
16409116	65728595	BASIC	10
16409117	65685899	BASIC	10
16409118	65728596	BASIC	10
16409119	65728597	BASIC	10
16409120	65728598	BASIC	10
16409121	65711656	BASIC	10
16409122	65711544	BASIC	10
16409123	65711545	BASIC	10
16409124	65711546	BASIC	10
16409127	65729310	YES	1
16409128	65729310	YES	2
16409129	65729413	MEC CHECK-CONFIRMED	7
16409132	65729550	YES	1
16409133	65729550	YES	2
16409134	65729590	MEC CHECK-REFUSED	7
16409135	65729628	YES	1
16409136	65729628	YES	2
16409138	65730164	FARM VEHICLE	3
16409139	65730587	C	1
16409141	65730853	C	10
16409142	65731348	FARM	4
16409143	65731405	FARM	3
16409144	65733027	FY17 HP TACT I40	1
16409145	65733028	FY17 HP TACT I40	1
16409146	65733029	FY17 HP TACT I40	1
16409147	65733030	FY17 HP TACT I40	1
16409148	65716293	FY17 HP TACT	1
16409149	65733138	FY17 HP TACT	1
16409150	65733160	MED CHECK CONDUCTED GOOD	7
16409151	65733161	MED CHECK CONDUCTED GOOD	7
16409152	65733162	MED CHECK CONDUCTED GOOD	7
16409153	65733170	FY17 HP TACT	1
16409157	65733190	FY17 HP TACT	1
16409158	65733191	FY17 HP TACT	1
16409159	65733209	FY17 HP TACT	1
16409160	65733210	FY17 HP TACT	1
16409161	65733211	FY17 HP TACT	1
16409162	65733212	FY17 HP  TACT	1
16409166	65733229	FY17 HP TACT	1
16409167	65733230	FY17 HP TACT	1
16409170	65703064	I	1
16409171	65717240	I	1
16409172	65738920	467	1
16409173	65564522	SB	1
16409175	65595668	SB	1
16409177	65669527	SB	1
16409178	65621094	SB/DD	1
16409180	65683184	SB	1
16409181	65555155	SB	1
16409182	65654644	SB	1
16409184	65633073	SB	1
16409186	65609298	SB	1
16409190	65621056	SB	1
16409191	65654623	SB	1
16409192	65540661	SB/DD	1
16409194	65654573	SB	1
16409195	65621067	SB	1
16409198	65564432	SB DD	1
16409199	65582467	SB	1
16409200	65697109	SB	1
16409201	65669562	SB DD	1
16409202	65564484	SB	1
16409203	65633082	SB	1
16409205	65697101	SB	1
16409207	65654608	SB	1
16409208	65595617	SB	1
16409212	65540730	SB/DD	1
16409218	65740598	1	1
16409220	65740600	4	1
16409224	65740604	2	1
16409231	65740615	2	1
16409237	65740623	2	1
16409250	65740637	2	1
16409251	65740638	2	1
16409252	65740639	2	1
16409258	65740644	1	1
16409259	65740645	1	1
16409260	65740646	2	1
16409263	65669642	1	1
16409270	65740662	2	1
16409274	65740674	1	1
16409286	65740687	1	1
16409287	65740688	1	1
16409291	65740699	1	1
16409297	65740704	2	1
16409298	65740705	5	1
16409299	65740706	5	1
16409301	65740708	5	1
16409306	65740718	2	1
16409307	65740719	2	1
16409309	65740721	1	1
16409316	65740729	2	1
16409322	65740750	2	1
16409324	65740752	2	1
16409325	65740753	2	1
16409328	65740758	1	1
16409329	65740759	2	1
16409330	65740767	2	1
16409335	65740769	2	1
16409342	65565188	5	1
16409351	65740785	4	1
16409352	65740786	4	1
16409353	65740787	4	1
16409354	65740788	4	1
16409356	65740790	5	1
16409357	65740791	5	1
16409358	65740792	5	1
16409368	65740797	5	1
16409375	65740803	2	1
16409381	65740809	4	1
16409382	65740810	4	1
16409383	65740811	4	1
16409399	65740814	5	1
16409418	65740820	1	1
16409434	65740830	2	1
16409440	65740849	1	1
16409441	65740853	2	1
16409477	65740896	2	1
16409478	65740898	1	1
16409480	65740900	1	1
16409500	65740917	1	1
16409501	65740918	2	1
16409520	65740942	4	1
16409525	65740945	2	1
16409528	65741304	MEC CHECK-CONFIRMED	7
16409530	65709090	MEC CHECK-NOT CONFIRMED	7
16409531	65741330	T198	1
16409534	65741359	T198	1
16409536	65741398	T198	1
16409539	65741451	TM40	1
16409540	65741453	TM40	1
16409542	65741455	TM40	1
16409543	65741456	TM40	1
16409546	65741471	TM40	1
16409549	65741556	GAS2019	1
16409550	65741557	GAS2019	1
16409551	65741558	GAS2019	1
16409552	65741575	MEC CHECK-CONFIRMED	7
16409553	65741576	MEC CHECK-CONFIRMED	7
16409555	65741578	MEC CHECK-CONFIRMED	7
16409556	65741579	GAS2019	1
16409557	65741580	GAS2019	1
16409558	65671457	TPK18	3
16409559	65741588	TPK18	3
16409561	65741591	TPK18	3
16409563	65741694	MED CHECK CONFIRMED 1-24-2018@1344	7
16409564	65741818	10900	9
16409565	65741818	HW	10
16409568	65745906	BASIC	10
16409571	65745915	BASIC	10
16409578	65745942	BASIC	10
16409581	65745952	MED CHECK VERIFIED	7
16409582	65745952	BASIC	10
16409583	65745953	MED CHECK VERIFIED	7
16409584	65745953	BASIC	10
16409585	65745955	MED CHECK VERIFIED	7
16409586	65745959	BASIC	10
16409587	65745960	BASIC	10
16409590	65745963	BASIC	10
16409591	65745964	BASIC	10
16409592	65745983	BASIC	10
16409597	65745989	BASIC	10
16409598	65745995	BASIC	10
16409599	65745996	BASIC	10
16409602	65672616	BASIC	10
16409603	65685843	BASIC	10
16409604	65746010	BASIC	10
16409605	65658447	BASIC	10
16409606	65746016	BASIC	10
16409610	65746031	BASIC	10
16409611	65746032	BASIC	10
16409612	65746033	BASIC	10
16409614	65746038	BASIC	10
16409616	65746039	MEC CHECK-CONFIRMED	7
16409617	65746040	MEC CHECK-CONFIRMED	7
16409618	65728483	BASIC	10
16409619	65746049	BASIC	10
16409620	65746050	BASIC	10
16409621	65623640	BASIC	10
16409622	65636469	BASIC	10
16409623	65672784	BASIC	10
16409624	65746051	BASIC	10
16409628	65746055	BASIC	10
16409629	65746056	BASIC	10
16409630	65746057	BASIC	10
16409631	65746058	BASIC	10
16409633	65746070	BASIC	10
16409634	65746071	BASIC	10
16409638	65746075	BASIC	10
16409639	65746076	BASIC	10
16409640	65746077	BASIC	10
16409641	65746078	BASIC	10
16409642	65746080	BASIC	10
16409643	65746081	BASIC	10
16409644	65746082	BASIC	10
16409645	65746083	BASIC	10
16409646	65746084	BASIC	10
16409650	65746093	BASIC	10
16409651	65746094	BASIC	10
16409652	65746095	BASIC	10
16409653	65746096	BASIC	10
16409663	65746114	BASIC	10
16409665	65746116	BASIC	10
16409667	65746118	BASIC	10
16409668	65746120	BASIC	10
16409676	65685973	BASIC	10
16409677	65746131	BASIC	10
16409679	65746137	BASIC	10
16409683	65746145	BASIC	10
16409684	65746146	BASIC	10
16409685	65746147	BASIC	10
16409689	65746153	BASIC	10
16409690	65746154	BASIC	10
16409691	65746155	BASIC	10
16409692	65746156	BASIC	10
16409693	65746157	BASIC	10
16409695	65746162	BASIC	10
16409697	65746165	BASIC	10
16409702	65746181	BASIC	10
16409703	65746182	BASIC	10
16409707	65636460	BASIC	10
16409708	65711666	BASIC	10
16409709	65746190	BASIC	10
16409710	65728515	BASIC	10
16409712	65746207	BASIC	10
16409713	65746208	BASIC	10
16409722	65746216	BASIC	10
16409723	65746217	BASIC	10
16409725	65746227	BASIC	10
16409726	65746228	BASIC	10
16409731	65746238	BASIC	10
16409733	65746274	FARM	3
16409734	65746354	MEC CHECK-CONFIRMED	7
16409737	65746496	MEC CHECK-CONFIRMED	7
16409738	65746532	YES	1
16409739	65746532	YES	2
16409740	65746540	MEC CHECK-CONFIRMED	7
16409741	65612357	2019-02	1
16409742	65747442	C	10
16409743	65747443	C	10
16409744	65747444	C	10
16409745	65747445	C	10
16409746	65747492	C	10
16409747	65747493	C	10
16409748	65747494	C	10
16409749	65747501	C	10
16409750	65747522	C	10
16409751	65747523	C	10
16409752	65747524	C	10
16409754	65747526	C	1
16409755	65747527	C	1
16409756	65747528	C	1
16409757	65747529	C	10
16409758	65747530	C	10
16409759	65747531	C	10
16409760	65747532	C	10
16409761	65747556	C	1
16409762	65747557	C	1
16409763	65747560	C	10
16409766	65747564	C	10
16409767	65747565	C	10
16409768	65747566	C	10
16409769	65747567	C	10
16409770	65747592	C	10
16409771	65747593	C	10
16409772	65747594	C	10
16409773	65747595	C	10
16409774	65747596	C	10
16409775	65747621	C	10
16409776	65747622	C	10
16409777	65747623	C	10
16409778	65747624	C	10
16409779	65747625	C	10
16409780	65747626	C	10
16409781	65747650	C	10
16409782	65747651	C	10
16409783	65747652	C	10
16409784	65747653	C	10
16409785	65747654	C	10
16409786	65747663	C	10
16409787	65747664	C	10
16409789	65747666	C	10
16409790	65747676	C	10
16409791	65747677	C	10
16409792	65747678	C	10
16409793	65747679	C	10
16409794	65747696	C	10
16409795	65747723	C	10
16409796	65747724	C	10
16409797	65747725	C	10
16409798	65747751	C	10
16409799	65747752	C	10
16409800	65747753	C	10
16409801	65747754	C	10
16409802	65747756	C	1
16409803	65747757	C	1
16409804	65747758	C	1
16409805	65747783	C	10
16409806	65747784	C	10
16409807	65747785	C	10
16409808	65747786	C	10
16409809	65747787	C	1
16409810	65747788	C	1
16409811	65747789	C	1
16409812	65747790	C	1
16409813	65747811	C	10
16409814	65747812	C	10
16409815	65747813	C	10
16409816	65747814	C	10
16409818	65747816	C	1
16409819	65747817	C	1
16409820	65747818	C	1
16409826	65750248	MED CERT - NOT CONFIRMED	7
16409827	65750252	MED CERT - NOT CONFIRMED	7
16409828	65750262	MEC CHECK - NOT CONFIRMED	7
16409829	65626791	MEC NOT VERIFIED BY LIVE CONTACT.	7
16409830	65589489	MEC - UNABLE TO VERIFY	7
16409831	65750301	I	1
16409832	65750302	I	1
16409833	65750303	I	1
16409834	65750304	I	1
16409835	65750307	I	1
16409836	65750308	I	1
16409837	65750309	I	1
16409838	65750310	I	1
16409839	65644330	I	1
16409840	65733634	I	1
16409841	65733635	I	1
16409842	65733636	I	1
16409843	65750313	I	1
16409844	65750314	I	1
16409845	65733657	I	1
16409846	65733658	I	1
16409847	65733659	I	1
16409848	65750334	I	1
16409849	65750338	I	1
16409850	65750339	I	1
16409851	65733621	I	1
16409852	65733622	I	1
16409853	65733623	I	1
16409854	65733624	I	1
16409857	65750341	I	1
16409858	65750342	I	1
16409859	65750343	I	1
16409860	65733670	I	1
16409861	65750351	I	1
16409862	65750352	I	1
16409863	65750354	I	1
16409865	65750357	I	1
16409866	65750363	I	1
16409867	65644549	I	1
16409869	65750366	I	1
16409870	65750367	I	1
16409871	65750378	I	1
16409872	65750379	I	1
16409873	65755766	518	1
16409874	65755788	518	1
16409875	65756687	518	1
16409876	65595603	SB	1
16409877	65609312	SB	1
16409878	65540704	SB	1
16409879	65633076	SB	1
16409880	65633079	SB/DD	1
16409882	65633068	SB	1
16409883	65697089	SB	1
16409884	65595651	S/B	1
16409886	65654613	SB	1
16409907	65758807	MEC CHECK-CONFIRMED	7
16409908	65758808	MEC CHECK-NOT CONFIRMED	7
16409909	65758809	MEC CHECK-CONFIRMED	7
16409910	65709488	TM40	1
16409911	65758817	TM40	1
16409912	65758818	TM40	1
16409917	65758874	T198	1
16409918	65758875	T198	1
16409919	65758876	T198	1
16409920	65758937	TM40	1
16409921	65758938	TM40	1
16409922	65758939	TM40	1
16409923	65758940	TM40	1
16409924	65758949	TM40	1
16409925	65758950	TM40	1
16409926	65758951	TM40	1
16409927	65758952	TM40	1
16409928	65758955	TM40	1
16409929	65758956	TM40	1
16409930	65727835	MEC CHECK-CONFIRMED	7
16409931	65759092	MEC CHECK-CONFIRMED	7
16409932	65759093	MEC CHECK-CONFIRMED	7
16409933	65584559	TPK18	3
16409934	65727838	TPK18	3
16409935	65759096	MEC CHECK - CONFIRMED	7
16409936	65759097	MEC CHECK - CONFIRMED	7
16409938	65635110	TPK18	3
16409939	65671352	TPK18	3
16409940	65759110	TPK18	3
16409941	65759115	GAS2019	1
16409943	65759118	TPK18	3
16409944	65759119	TPK18	3
16409946	65759151	MED CHECKED - CONFIRMED	7
16409947	65671723	MED CHECK CONFIRMED 1-15-2019@1304	7
16409948	65656278	MX	10
16409949	65759259	MX	10
16409950	65759260	MX	10
16409951	65759261	MX	10
16409952	65759262	MX	10
16409954	65759846	BASIC	10
16409955	65759847	BASIC	10
16409956	65759858	BASIC	10
16409957	65746211	BASIC	10
16409958	65759859	BASIC	10
16409959	65759863	BASIC	10
16409960	65759864	BASIC	10
16409963	65746214	BASIC	10
16409965	65745912	BASIC	10
16409966	65745913	BASIC	10
16409967	65759868	BASIC	10
16409969	65759870	BASIC	10
16409970	65759871	BASIC	10
16409971	65759872	BASIC	10
16409972	65759875	BASIC	10
16409974	65759879	BASIC	10
16409975	65745987	BASIC	10
16409976	65746111	BASIC	10
16409978	65759880	BASIC	10
16409979	65746113	BASIC	10
16409980	65759881	BASIC	10
16409982	65759890	MEC CHECK-CONFIRMED	7
16409983	65759891	MEC CHECK-CONFIRMED	7
16409984	65746143	BASIC	10
16409990	65746170	BASIC	10
16409991	65759896	MEC CHECK-CONFIRMED	7
16409996	65759898	MEC CHECK-CONFIRMED	7
16409997	65746088	MEC CHECK-CONFIRMED	7
16409998	65746115	MEC CHECK-CONFIRMED	7
16409999	65759899	MEC CHECK-CONFIRMED	7
16410001	65759900	BASIC	10
16410002	65746097	BASIC	10
16410003	65746098	BASIC	10
16410005	65759903	BASIC	10
16410008	65759912	BASIC	10
16410012	65759922	BASIC	10
16410013	65759923	BASIC	10
16410014	65658456	BASIC	10
16410015	65658472	BASIC	10
16410017	65746103	BASIC	10
16410023	65759946	BASIC	10
16410024	65759947	BASIC	10
16410026	65759949	BASIC	10
16410028	65746122	BASIC	10
16410030	65746124	BASIC	10
16410032	65746184	BASIC	10
16410033	65746185	BASIC	10
16410035	65746206	BASIC	10
16410036	65746072	BASIC	10
16410038	65759959	BASIC	10
16410039	65759960	BASIC	10
16410040	65759961	BASIC	10
16410042	65759963	BASIC	10
16410043	65746188	BASIC	10
16410044	65623749	BASIC	10
16410046	65759968	BASIC	10
16410047	65759969	BASIC	10
16410048	65759970	BASIC	10
16410049	65745984	BASIC	10
16410051	65745986	BASIC	10
16410052	65658549	BASIC	10
16410053	65759972	BASIC	10
16410056	65746230	BASIC	10
16410058	65759974	BASIC	10
16410059	65746231	BASIC	10
16410060	65759975	BASIC	10
16410062	65759977	BASIC	10
16410066	65746054	BASIC	10
16410070	65760005	MEC CHECK-NO CONTACT	7
